nct_id,brief_title,overall_status,phase,conditions,interventions,location_countries,lead_sponsor,lead_sponsor_norm,region_label,estimated_trial_cost,enrollment_feasibility_score,benefit_score
NCT05852054,"Supporting Transitions to Primary Care Among Under-resourced, Postpartum Women (STEP-UP)","Active, not recruiting",Phase 3,['Gestational Diabetes Mellitus' 'Hypertension in Pregnancy' 'Dysglycemia'],"['OB Provider Clinical Decision Support (CDS)'
 'Patient Education (OB Visit)' 'Text messaging' 'Patient Outreach'
 'Primary Care Provider Clinical Decision Support (CDS)'
 'Patient Education (Primary Care Visit)']",['United States'],Northwestern University,Northwestern University,Global / Multi-Region,4.0,1.0,0.8
NCT05852171,Baricitinib in Idiopathic Granulomatous Mastitis,"Active, not recruiting",Phase 2,['Mastitis Chronic' 'Idiopathic Granulomatous Mastitis'],['Baricitinib'],['China'],First Affiliated Hospital of Zhejiang University,First Affiliated Hospital of Zhejiang University,Global / Multi-Region,2.0,1.0,0.6
NCT05852223,Pembrolizumab in High-risk Thyroid Cancer,Recruiting,Phase 2,['Differentiated Thyroid Cancer'],['Pembrolizumab'],['Italy'],Istituti Clinici Scientifici Maugeri SpA,Istituti Clinici Scientifici Maugeri SpA,Global / Multi-Region,2.0,1.0,0.6
NCT05852431,To Evaluate the Efficacy and Safety of Pegozafermin in Subjects With Severe Hypertriglyceridemia,"Active, not recruiting",Phase 3,['Severe Hypertriglyceridemia'],['Pegozafermin' 'Placebo'],"['Argentina' 'Austria' 'Belgium' 'Bulgaria' 'Canada' 'Chile' 'Czechia'
 'France' 'Georgia' 'Germany' 'Hungary' 'India' 'Italy' 'Latvia' 'Mexico'
 'Poland' 'Puerto Rico' 'Spain' 'United Kingdom' 'United States']","89bio, Inc.","89bio, Inc.",Global / Multi-Region,4.0,1.0,0.8
NCT05852691,"A Study of Tobemstomig + Nab-Paclitaxel Compared With Pembrolizumab + Nab-Paclitaxel in Participants With Previously Untreated, PD-L1-Positive, Locally-Advanced Unresectable or Metastatic Triple-Negative Breast Cancer","Active, not recruiting",Phase 2,['Breast Cancer'],['Tobemstomig' 'Pembrolizumab' 'Nab-Paclitaxel'],"['Argentina' 'Australia' 'Brazil' 'Czechia' 'Germany' 'Hungary' 'Israel'
 'Italy' 'Mexico' 'Peru' 'Poland' 'South Africa' 'South Korea' 'Spain'
 'Taiwan' 'United States']",Hoffmann-La Roche,Hoffmann-La Roche,Global / Multi-Region,2.0,1.0,0.6
NCT05852704,SGLT2 Inhibitor TrEatment iN Patients Awaiting cOronary arTery bYpass Surgery to Reduce Post-opErative AF,Recruiting,Phase 3,['Chronic Coronary Syndrome' 'Atrial Fibrillation'],['Dapagliflozin 10mg Tab' 'Placebo Tab'],['Czechia' 'Denmark' 'Sweden'],Region Örebro County,Region Örebro County,Global / Multi-Region,4.0,1.0,0.8
NCT05852717,"Safety and Efficacy of Epcoritamab With Gemcitabine, Dexamethasone, and Cisplatin (GDP) Salvage Chemotherapy in Relapsed Refractory Large B-cell Lymphoma",Recruiting,Phase 2,"['Large Cell Lymphoma, Diffuse' 'Relapsed Cancer' 'Refractory Cancer']",['AutoSCT OR CAR T-cell Therapy' 'GDP' 'Epcoritamab'],['United States'],Dipenkumar Modi,Dipenkumar Modi,Global / Multi-Region,2.0,1.0,0.6
NCT05852730,Combination of Intranasal Scopolamine and Sensory Augmentation to Mitigate G-transition Induced Motion Sickness and Enhance Sensorimotor Performance,Recruiting,Phase 2,"['Motion Sickness, Space' 'Motion Simulation' 'Parabolic Flight']","['DPI-386 Nasal Gel' 'Other (e.g., promethazine, meclizine)']",['United States'],"Repurposed Therapeutics, Inc.","Repurposed Therapeutics, Inc.",Global / Multi-Region,2.0,1.0,0.6
NCT05852873,PAxlovid loNg cOvid-19 pRevention triAl With recruitMent In the Community in Norway,Recruiting,Phase 3,"['Post COVID-19 Condition, Unspecified' 'SARS-CoV2 Infection' 'COVID-19']",['Nirmatrelvir/ritonavir' 'Placebo'],['Norway'],Haukeland University Hospital,Haukeland University Hospital,Global / Multi-Region,4.0,1.0,0.8
NCT05852938,A Study of Zigakibart in Adults With IgA Nephropathy,"Active, not recruiting",Phase 3,['IgA Nephropathy' 'Immunoglobulin A Nephropathy'],['BION-1301' 'Placebo'],"['Argentina' 'Australia' 'Belgium' 'Brazil' 'Canada' 'China' 'Croatia'
 'Czechia' 'France' 'Germany' 'Greece' 'India' 'Israel' 'Italy' 'Japan'
 'Malaysia' 'Mexico' 'South Korea' 'Spain' 'Taiwan' 'Turkey (Türkiye)'
 'United Kingdom' 'United States']",Novartis Pharmaceuticals,Novartis Pharmaceuticals,Global / Multi-Region,4.0,1.0,0.8
NCT05852990,Glutamine Plus L. Reuteri Prevents TKI Therapy-diarrhea in Patients With NSCLC,Recruiting,Phase 3,['Non-Small Cell Lung Cancer With EGFR Mutation'],['Glutamine plus L. reuteri'],['Mexico'],Instituto Nacional de Cancerologia de Mexico,Instituto Nacional de Cancerologia de Mexico,Global / Multi-Region,4.0,1.0,0.8
NCT05853172,"Surgical Conversion of Candonilimab (AK104) Plus Paclitaxel, S-1 and Apatinib for Unresectable Advanced G/GEJ Cancer",Recruiting,Phase 2,['Gastric Cancer'],['AK104' 'Apatinib' 'Paclitaxel' 'S-1'],['China'],Tianjin Medical University Cancer Institute and Hospital,Tianjin Medical University Cancer Institute and Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT05853354,"Comparative Efficacy, Safety, PK, and Immunogenicity Study","Active, not recruiting",Phase 3,"['Osteoporosis, Postmenopausal']",['Denosumab'],['Bulgaria' 'Czechia' 'Japan' 'Poland' 'United States'],Luye Pharma Group Ltd.,Luye Pharma Group Ltd.,Global / Multi-Region,4.0,1.0,0.8
NCT05853575,Trial of Two Adagrasib Dosing Regimens in NSCLC With KRAS G12C Mutation (KRYSTAL 21),Recruiting,Phase 2,['Advanced Cancer' 'Metastatic Cancer' 'Malignant Neoplasm of Lung'],['Adagrasib'],"['Brazil' 'Croatia' 'France' 'Greece' 'Hungary' 'Israel' 'Italy' 'Japan'
 'Mexico' 'Netherlands' 'Peru' 'Poland' 'Romania' 'Serbia' 'South Korea'
 'Spain' 'Taiwan' 'Thailand' 'Turkey (Türkiye)' 'United States']",Mirati Therapeutics Inc.,Mirati Therapeutics Inc.,Global / Multi-Region,2.0,1.0,0.6
NCT05853913,Acute Exercise on Brain Insulin Sensitivity,Recruiting,Phase 2/Phase 3,"['Aging' 'Obesity' 'Insulin Resistance' 'Cognition'
 'Cardiovascular Disease Risk']",['Exercise'],['United States'],"Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey",Global / Multi-Region,3.0,1.0,0.7
NCT05854498,Liposomal Irinotecan With TAS102 and Bevacizumab for Patients With Metastatic Colorectal Cancer,"Active, not recruiting",Phase 2,['Metastatic Colorectal Cancer'],['Liposomal irinotecan' 'TAS102' 'Bevacizumab'],['United States'],"University of Wisconsin, Madison","University of Wisconsin, Madison",Global / Multi-Region,2.0,1.0,0.6
NCT05854667,Clinical Trial of High Dose Lisdexamfetamine and Contingency Management in MA Users,Recruiting,Phase 2,"['Methamphetamine Abuse' 'Methamphetamine-dependence'
 'Addiction, Substance' 'Addiction']","['Treatment as Usual plus Placebo'
 'Treatment as Usual plus Placebo plus Contingency Management'
 'Treatment as Usual plus lisdexamfetamine (LDX-01)'
 'Treatment as Usual plus lisdexamfetamine (LDX-01) plus Contingency Management']",['Canada'],Centre hospitalier de l'Université de Montréal (CHUM),Centre hospitalier de l'Université de Montréal (CHUM),Global / Multi-Region,2.0,1.0,0.6
NCT05854849,Gemcitabine and Camrelizumab Plus Apatinib Versus Cisplatin in First-line Treatment of RM-NPC,Recruiting,Phase 3,['Nasopharyngeal Carcinoma'],['Camrelizumab' 'Gemcitabine' 'Cisplatin' 'Apatinib'],['China'],Sun Yat-sen University,Sun Yat-sen University,Global / Multi-Region,4.0,1.0,0.8
NCT05855083,Efficacy and Safety Study of Narsoplimab in Pediatric Patients With High-Risk Hematopoietic Stem Cell Transplant TMA,Recruiting,Phase 2,['Thrombotic Microangiopathies' 'Hematopoietic Stem Cell Transplantation'],['Biological: narsoplimab'],['Germany' 'Israel' 'Netherlands' 'Spain' 'United States'],Omeros Corporation,Omeros Corporation,Global / Multi-Region,2.0,1.0,0.6
NCT05855200,Study of Perioperative Dostarlimab in Participants With Untreated T4N0 or Stage III dMMR/MSI-H Resectable Colon Cancer,Recruiting,Phase 3,"['Colonic Neoplasms' 'Neoplasms, Colon']",['Dostarlimab' 'CAPEOX' 'FOLFOX'],"['Argentina' 'Australia' 'Belgium' 'Brazil' 'Canada' 'China' 'Estonia'
 'Finland' 'France' 'Germany' 'Greece' 'Italy' 'Japan' 'Mexico'
 'Netherlands' 'Norway' 'Panama' 'Portugal' 'South Korea' 'Spain' 'Sweden'
 'Taiwan' 'Turkey (Türkiye)' 'United Kingdom' 'United States']",GlaxoSmithKline,GlaxoSmithKline,Global / Multi-Region,4.0,1.0,0.8
NCT05855330,Arginine Replacement Therapy in COVID-19,Recruiting,Phase 2,['COVID-19'],['Arginine Hydrochloride'],['United States'],Emory University,Emory University,Global / Multi-Region,2.0,1.0,0.6
NCT05855369,Study of Chemosensory Enhancement Through Neuromodulation Training (SCENT for Long COVID),Recruiting,Phase 2/Phase 3,['Smell Dysfunction' 'Olfactory Disorder' 'Long COVID'],"['Trigeminal Nerve Stimulation (TNS)' 'Active Smell Training (ST)'
 'Placebo Smell Training (PBO)']",['United States'],Medical University of South Carolina,Medical University of South Carolina,Global / Multi-Region,3.0,1.0,0.7
NCT05855746,Colchicine Versus Placebo in Acute Myocarditis Patients,Recruiting,Phase 3,['Acute Myocarditis'],['Colchicine Pill' 'Placebo'],['France'],Assistance Publique - Hôpitaux de Paris,Assistance Publique - Hôpitaux de Paris,Global / Multi-Region,4.0,1.0,0.8
NCT05855811,PREventing Second Cancers With DOSTARlimab,Recruiting,Phase 2,['Recurrent Cancer' 'Primary Cancer' 'Second Cancer'],['Dostarlimab'],['France'],Centre Leon Berard,Centre Leon Berard,Global / Multi-Region,2.0,1.0,0.6
NCT05856084,Immunogenicity and Safety of Recombinant Herpes Zoster Vaccine (CHO Cells) in Healthy Subjects Aged 30 Years and Above,"Active, not recruiting",Phase 2,['Herpes Zoster'],"['Low dose Recombinant Herpes Zoster Vaccine (CHO cells)'
 'High dose Recombinant Herpes Zoster Vaccine (CHO cells)'
 'Positive control' 'Placebo']",['China'],MAXVAX Biotechnology Limited Liability Company,MAXVAX Biotechnology Limited Liability Company,Global / Multi-Region,2.0,1.0,0.6
NCT05856305,SCRT in TNT With or Without Chlorophyllin,"Active, not recruiting",Phase 2,['Rectal Neoplasms'],"['Chlorophyllin, Sodium Copper Complex' 'Placebo']",['India'],Tata Memorial Centre,Tata Memorial Centre,Global / Multi-Region,2.0,1.0,0.6
NCT05856448,A Study Evaluating the Effects of GLPG3667 Administered As Oral Treatment in Adult Participants with Active Systemic Lupus Erythematosus,"Active, not recruiting",Phase 2,['Systemic Lupus Erythematosus'],['GLPG3667' 'Placebo'],"['Argentina' 'Bulgaria' 'Chile' 'France' 'Georgia' 'Germany' 'Hungary'
 'Peru' 'Poland' 'Puerto Rico' 'Spain' 'United States']",Galapagos NV,Galapagos NV,Global / Multi-Region,2.0,1.0,0.6
NCT05856695,Durvalumab Plus Etoposide-free Chemotherapy in First-line Treatment of Extensive-disease Small-sell Lung Cancer (SCLC),"Active, not recruiting",Phase 2,['Small Cell Lung Cancer Extensive Stage'],['Carboplatin + Paclitaxel + Durvalumab'],['France'],Intergroupe Francophone de Cancerologie Thoracique,Intergroupe Francophone de Cancerologie Thoracique,Global / Multi-Region,2.0,1.0,0.6
NCT05856773,Conventionally Fractionated vs. Hypofractionated Comprehensive Nodal Irradiation for Breast Cancer Using Pencil Beam Scanning Proton Therapy,Recruiting,Phase 3,['Breast Cancer'],['Proton Therapy'],['United States'],Proton Collaborative Group,Proton Collaborative Group,Global / Multi-Region,4.0,1.0,0.8
NCT05856851,Intra-arterial Alteplase for Acute Ischemic Stroke After Mechanical Thrombectomy,Recruiting,Phase 3,"['Stroke, Acute Ischemic']",['Alteplase'],['China'],Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,Global / Multi-Region,4.0,1.0,0.8
NCT05857046,Cerebroprotective Effect of Melatonin in Stroke,Recruiting,Phase 3,"['Stroke, Acute Ischemic' 'Strokes Thrombotic']",['Melatonin 10 MG' 'Placebo'],['Mexico'],"Coordinación de Investigación en Salud, Mexico","Coordinación de Investigación en Salud, Mexico",Global / Multi-Region,4.0,1.0,0.8
NCT05857371,Safety and Potential Effect of Innovative Treatment by Adjuvant Injection of Stromal Vascular Fraction From Autologous Adipose Tissue of URethral Stenosis With Endoscopic Urethrotomy,Recruiting,Phase 2,['Urethral Stenosis'],['lipoaspiration' 'urethrotomy' 'autologous ADSVF administration'],['France'],Assistance Publique Hopitaux De Marseille,Assistance Publique Hopitaux De Marseille,Global / Multi-Region,2.0,1.0,0.6
NCT05857930,A Study to Assess the Efficacy and Safety of Daily OM-85 in Young Children With Recurrent Wheezing,Recruiting,Phase 2,['Recurrent Wheezing' 'Wheezing Lower Respiratory Illness'],['OM-85' 'Placebo'],['Australia' 'Hungary' 'Poland' 'United States'],OM Pharma SA,OM Pharma SA,Global / Multi-Region,2.0,1.0,0.6
NCT05858320,The Impact of an Adaptive Patient-centered Web Application on Medication Optimization in HFrEF Patients,"Active, not recruiting",Phase 3,['Heart Failure'],['SmartHF application'],['United States'],University of Michigan,University of Michigan,Global / Multi-Region,4.0,1.0,0.8
NCT05858996,Testing the Pain Clinical Practice Guideline,Recruiting,Phase 2,['Pain' 'Dementia'],['Pain-CPG-EIT' 'Pain-CPG-Education Only'],['United States'],"University of Maryland, Baltimore","University of Maryland, Baltimore",Global / Multi-Region,2.0,1.0,0.6
NCT05859334,Testing the Anti-cancer Drug Erdafitinib for Brain Cancers That Have Returned or Progressed Following Treatment,Recruiting,Phase 2,"['Recurrent Glioma' 'Recurrent WHO Grade 2 Glioma'
 'Recurrent WHO Grade 3 Glioma' 'Recurrent WHO Grade 4 Glioma']","['Biospecimen Collection' 'Erdafitinib' 'Magnetic Resonance Imaging'
 'Optical Coherence Tomography']",['United States'],National Cancer Institute (NCI),National Cancer Institute (NCI),Global / Multi-Region,2.0,1.0,0.6
NCT05859477,Nivolumab in Combination With Chemotherapy for FGFR2-positive Metastatic Gastric Cancer,Recruiting,Phase 2,"['Metastatic Gastric Cancer' 'PD-L1 Gene Amplification'
 'FGFR2 Amplification']",['Nivolumab' 'Capecitabine' 'Oxaliplatin'],['United States'],Kidney Cancer Research Bureau,Kidney Cancer Research Bureau,Global / Multi-Region,2.0,1.0,0.6
NCT05859750,A Study of AK104 With Chemotherapy as First-line Treatment in Patients With Advanced Pancreatic Cancer,Recruiting,Phase 2,['Pancreatic Cancer'],"['AK104' 'AK104' 'Gemcitabine' 'Nab-Paclitaxel'
 'Liposomal Irinotecan, Oxaliplatin, 5-Fluorouracil/Calcium folinate'
 'Oxaliplatin + Irinotecan + 5-Fluorouracil/Leucovorin']",['China'],Akeso,Akeso,Global / Multi-Region,2.0,1.0,0.6
NCT05860036,A Study of VRd-based Regimen Followed by BCMA CAR-T Therapy in Transplant-Ineligible Patients With New-diagnosed Multiple Myeloma,"Active, not recruiting",Phase 2,['Multiple Myeloma'],['anti-BCMA CAR-T' 'VRd'],['China'],"Institute of Hematology & Blood Diseases Hospital, China","Institute of Hematology & Blood Diseases Hospital, China",Global / Multi-Region,2.0,1.0,0.6
NCT05860335,Efficacy and Safety of Toripalimab Combined With AP-induced Chemotherapy Followed in Non-metastatic IVB Hypopharyngeal Cancer,Recruiting,Phase 2,['Hypopharyngeal Cancer'],"['Cisplatin/Nedaplatin, albumin paclitaxel']",['China'],Chinese PLA General Hospital,Chinese PLA General Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT05860465,Safety and Efficacy of SPH4336 in Combination With Endocrine Therapy in the Treatment of Locally Advanced or Metastatic Breast Cancer,Recruiting,Phase 2/Phase 3,['Locally Advanced or Metastatic Breast Cancer'],['SPH4336 Tablets' 'SPH4336 Tablets Placebo'],['China'],"Shanghai Pharmaceuticals Holding Co., Ltd","Shanghai Pharmaceuticals Holding Co., Ltd",Global / Multi-Region,3.0,1.0,0.7
NCT05860699,Cannabidiol as an add-on Treatment During Inpatient Alcohol Cessation : CBD-OH,Recruiting,Phase 2,['Severe Alcohol Use Disorder (DSM 5)'],['Placebo' 'Half dose CBD' 'Full dose CBD'],['France'],Assistance Publique - Hôpitaux de Paris,Assistance Publique - Hôpitaux de Paris,Global / Multi-Region,2.0,1.0,0.6
NCT05860868,Two Cycles VS Three Cycles Induction Chemotherapy in T1-4N2-3 Locally Advanced Nasopharyngeal Carcinoma,Recruiting,Phase 3,['Locally Advanced Nasopharyngeal Carcinoma'],['2 cycles induction chemotherapy' '3 cycles induction chemotherapy'],['China'],"First Affiliated Hospital, Sun Yat-Sen University","First Affiliated Hospital, Sun Yat-Sen University",Global / Multi-Region,4.0,1.0,0.8
NCT05860881,Topical Sirolimus in Chemoprevention of Facial Squamous Cell Carcinomas in Solid Organ Transplant Recipients (SiroSkin),"Active, not recruiting",Phase 3,['Solid Organ Transplant Recipients' 'Skin Cancer'],['Sirolimus Topical Cream' 'Placebo'],['Australia'],Melanoma and Skin Cancer Trials Limited,Melanoma and Skin Cancer Trials Limited,Global / Multi-Region,4.0,1.0,0.8
NCT05861102,Efficacy and Safety Study of Jaktinib in Subjects With Active Ankylosing Spondylitis(AS),Recruiting,Phase 3,['Ankylosing Spondylitis'],['Jaktinib' 'Placebo'],['China'],"Suzhou Zelgen Biopharmaceuticals Co.,Ltd","Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Global / Multi-Region,4.0,1.0,0.8
NCT05861128,Extension Study to Evaluate Safety and Efficacy of Jaktinib in Patients With Active Ankylosing Spondylitis(AS),Recruiting,Phase 3,['Ankylosing Spondylitis'],['Jaktinib'],['China'],"Suzhou Zelgen Biopharmaceuticals Co.,Ltd","Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Global / Multi-Region,4.0,1.0,0.8
NCT05861271,Adjuvant Pyrotinib and Capecitabine For HER2 Positive Micro Invasive Breast Cancer,Recruiting,Phase 2,['Breast Cancer Stage I'],['Capecitabine，Pyrotinib'],['China'],Fudan University,Fudan University,Global / Multi-Region,2.0,1.0,0.6
NCT05861453,"Pharmacokinetics, Pharmacodynamics and Safety of Epeleuton in Patients With Sickle Cell Disease","Active, not recruiting",Phase 2,['Sickle Cell Disease'],['Epeleuton'],['Canada' 'United States'],Afimmune,Afimmune,Global / Multi-Region,2.0,1.0,0.6
NCT05861505,COLLISION RELAPSE Trial,Recruiting,Phase 3,"['Colorectal Cancer' 'Liver Metastases' 'Liver Metastasis Colon Cancer'
 'Chemotherapy Effect' 'Surgery' 'Recurrence']","['Neoadjuvant systemic therapy (CAPOX+/-B FOLFOX+/-B FOLFIRI+/-B)'
 'Repeat local treatment']",['Netherlands'],"Amsterdam UMC, location VUmc","Amsterdam UMC, location VUmc",Global / Multi-Region,4.0,1.0,0.8
NCT05861830,Dalpiciclib With Endocrine Therapy for Advanced Breast Cancer After CDK4/6 Inhibitor Failure (DAWNA-FES),Recruiting,Phase 3,['Advanced Breast Cancer'],"['The combination of Dalpiciclib with physician-selected endocrine therapy'
 'Chemotherapy selected by the physician']",['China'],Peking Union Medical College Hospital,Peking Union Medical College Hospital,Global / Multi-Region,4.0,1.0,0.8
NCT05862064,"A Multi-center, Randomized, Open-label, Phase III Study Comparing PD-1 Inhibitor Combined With Antivascular Therapy and Anthracycline/Taxane-based Adjuvant Chemotherapy Versus Anthracycline/Taxane-based Adjuvant Chemotherapy Alone in Patients With Operable Triple-negative Breast Cancer",Recruiting,Phase 3,['TNBC - Triple-Negative Breast Cancer'],"['epirubicin,cyclophosphamide,paclitaxel,Carrelizumab'
 'epirubicin,cyclophosphamide,paclitaxel']",['China'],Fudan University,Fudan University,Global / Multi-Region,4.0,1.0,0.8
NCT05862168,"Neoadjuvant Treatment of Tislelizumab Combined Chemotherapy for Locally Advanced Oral Squamous Cell Carcinoma ：A Single-arm, Prospective, Phase II Trial",Recruiting,Phase 2,['Oral Squamous Cell Carcinoma'],['Tislelizumab' 'Albumin paclitaxel' 'Cisplatin' '5-Fluorouracil'],['China'],"Weijia Fang, MD","Weijia Fang, MD",Global / Multi-Region,2.0,1.0,0.6
NCT05862233,A Phase Ⅲ Clinical Study of MIL62 in Primary Membranous Nephropathy,"Active, not recruiting",Phase 3,['Primary Membranous Nephropathy'],['MIL62' 'Cyclosporine'],['China'],"Beijing Mabworks Biotech Co., Ltd.","Beijing Mabworks Biotech Co., Ltd.",Global / Multi-Region,4.0,1.0,0.8
NCT05862272,A Phase 3B Study to Evaluate Bone Mineral Density With Long-Term Use of Relugolix Combination Tablet in Women With Uterine Fibroids or Endometriosis,Recruiting,Phase 3,['Uterine Fibroids' 'Endometriosis'],['Relugolix Combination Tablet'],['United States'],Sumitomo Pharma Switzerland GmbH,Sumitomo Pharma Switzerland GmbH,Global / Multi-Region,4.0,1.0,0.8
NCT05862285,A Rollover Study for Participants Previously Enrolled in a Genentech and/or F. Hoffman-La Roche Sponsored Study,Recruiting,Phase 3,['Cancer'],"['Ipatasertib' 'Tiragolumab' 'Atezolizumab' 'Tiragolumab and Atezolizumab'
 'Bevacizumab' 'Entrectinib' 'Inavolisib']","['Belgium' 'Canada' 'China' 'Costa Rica' 'France' 'Greece' 'Japan'
 'Mexico' 'Russia' 'South Korea' 'Taiwan' 'Thailand' 'United Kingdom']",Hoffmann-La Roche,Hoffmann-La Roche,Global / Multi-Region,4.0,1.0,0.8
NCT05862337,Anlotinib Hydrochloride Capsules Combined With Penpulimab Injection for the Treatment of Hepatocellular Carcinoma at High Risk of Recurrence.,Recruiting,Phase 3,['Hepatocellular Carcinoma'],"['Anlotinib hydrochloride capsules, Penpulimab injection'
 'Anlotinib hydrochloride capsules -matching placebo, Penpulimab injection -matching placebo']",['China'],"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.","Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",Global / Multi-Region,4.0,1.0,0.8
NCT05863195,Testing Pump Chemotherapy in Addition to Standard of Care Chemotherapy Versus Standard of Care Chemotherapy Alone for Patients With Unresectable Colorectal Liver Metastases: The PUMP Trial,Recruiting,Phase 3,"['Metastatic Colorectal Carcinoma'
 'Metastatic Malignant Neoplasm in the Liver'
 'Stage IV Colorectal Cancer AJCC v8' 'Unresectable Colorectal Carcinoma']","['Bevacizumab' 'Cetuximab' 'Computed Tomography' 'Floxuridine'
 'Fluorouracil' 'Implantation' 'Intrahepatic Infusion Procedure'
 'Irinotecan' 'Leucovorin' 'Oxaliplatin' 'Panitumumab'
 'Single Photon Emission Computed Tomography']",['United States'],ECOG-ACRIN Cancer Research Group,ECOG-ACRIN Cancer Research Group,Global / Multi-Region,4.0,1.0,0.8
NCT05863325,A Study to Compare the Efficacy and Safety of HB1801 to Taxotere in Advanced Non-Small Cell Lung Cancer (NSCLC),Recruiting,Phase 2,['Locally Advanced or Metastatic Non-Small Cell Lung Cancer'],['HB1801' 'Taxotere'],['China'],"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.","CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6
NCT05863351,"Focused Radiation Versus Systemic Therapy for Kidney Cancer Patients With Limited Metastasis, SOAR Study",Recruiting,Phase 3,['Metastatic Renal Cell Carcinoma' 'Stage IV Renal Cell Cancer AJCC v8'],"['Computed Tomography' 'Magnetic Resonance Imaging'
 'Questionnaire Administration' 'Stereotactic Ablative Radiotherapy'
 'Systemic Therapy']",['United States'],ECOG-ACRIN Cancer Research Group,ECOG-ACRIN Cancer Research Group,Global / Multi-Region,4.0,1.0,0.8
NCT05864014,Hetrombopag for the Treatment of Chemotherapy-Induced Thrombocytopenia in Adults With Solid Tumors.,"Active, not recruiting",Phase 3,['Chemotherapy-Induced Thrombocytopenia'],['Hetrombopag' 'Hetrombopag plus Placebo' 'Placebo'],['China'],"Jiangsu HengRui Medicine Co., Ltd.","Jiangsu HengRui Medicine Co., Ltd.",Global / Multi-Region,4.0,1.0,0.8
NCT05864105,PM8002 in Combination With Chemotherapy as First Line Therapy in Hepatocellular Carcinoma,"Active, not recruiting",Phase 2,['Hepatocellular Carcinoma'],['PM8002' 'FOLFOX regimen'],['China'],Biotheus Inc.,Biotheus Inc.,Global / Multi-Region,2.0,1.0,0.6
NCT05864534,Phase 2a Immune Modulation With Ultrasound for Newly Diagnosed Glioblastoma,Recruiting,Phase 2,"['Newly Diagnosed Glioblastoma'
 'Glioblastoma, Isocitric Dehydrogenase (IDH)-Wildtype' 'Gliosarcoma'
 'Glioblastoma Multiforme']",['Balstilimab' 'Botensilimab' 'Liposomal Doxorubicin' 'Sonocloud-9 (SC-9)'],['United States'],Northwestern University,Northwestern University,Global / Multi-Region,2.0,1.0,0.6
NCT05864742,"Genetically Risk-Stratified Venetoclax, Ibrutinib, Rituximab (± Navitoclax) in Relapsed/Refractory Mantle Cell Lymphoma","Active, not recruiting",Phase 2,['Mantle Cell Lymphoma Refractory'],['Ibrutinib' 'Venetoclax' 'Navitoclax' 'Rituximab'],['Australia'],"Peter MacCallum Cancer Centre, Australia","Peter MacCallum Cancer Centre, Australia",Global / Multi-Region,2.0,1.0,0.6
NCT05864755,"HAIC Combined With Durvalumab, Tremelimumab and Bevacizumab as Conversion Therapy for Potentially Resectable Hepatocellular Carcinoma",Recruiting,Phase 2,['Unrescetable Hepatocellular Carcinoma'],['HAIC+Durvalumab+Tremelimumab+Bevacizumab'],['China'],Tianjin Medical University Cancer Institute and Hospital,Tianjin Medical University Cancer Institute and Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT05865028,A Proof of Concept Trial Investigating Safety and Efficacy of APG-157 in Oral Dysplasia,Recruiting,Phase 2,"['Oropharyngeal Dysplasia' 'Oral Cavity Dysplasia'
 'Oral Carcinoma in Situ']",['APG-157'],['United States'],Elizabeth J Franzmann,Elizabeth J Franzmann,Global / Multi-Region,2.0,1.0,0.6
NCT05865041,Investigate the Efficacy and Safety of Farudodstat Compared With Its Placebo in Adult Alopecia Areata Participants,Recruiting,Phase 2,['Alopecia Areata'],['Farudodstat' 'Placebo'],['United States'],ASLAN Pharmaceuticals,ASLAN Pharmaceuticals,Global / Multi-Region,2.0,1.0,0.6
NCT05865132,Palbociclib Combined With Afatinib for Advanced Squamous Carcinoma of Esophagus or Gastroesophageal Junction,Recruiting,Phase 2,['Esophagus Squamous Cell Carcinoma'],['Palbociclib' 'Afatinib'],['China'],AIPING ZHOU,AIPING ZHOU,Global / Multi-Region,2.0,1.0,0.6
NCT05865496,A Study to Evaluate 611 in Patients With Chronic Rhinosinusitis With Nasal Polyps,"Active, not recruiting",Phase 2,['Sinusitis' 'Nasal Polyps' 'Polyps'],['611' 'Placebo'],['China'],"Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.","Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6
NCT05865730,A Study of Oncobax®-AK in Patients With Advanced Solid Tumors,Recruiting,Phase 2,"['Carcinoma, Renal Cell' 'Carcinoma, Non-Small-Cell Lung']",['Live Bacterial Product - Akkermansia muciniphila'],['Belgium' 'France'],EverImmune,EverImmune,Global / Multi-Region,2.0,1.0,0.6
