nct_id,brief_title,overall_status,phase,conditions,interventions,location_countries,lead_sponsor,lead_sponsor_norm,region_label,estimated_trial_cost,enrollment_feasibility_score,benefit_score
NCT06257875,A Study to Assess Adverse Events and Change in Disease Activity From Intravenous (IV) and Subcutaneous (SC) Lutikizumab in Adult Participants With Active Ulcerative Colitis,"Active, not recruiting",Phase 2,['Ulcerative Colitis'],['Lutikizumab' 'Lutikizumab' 'Adalimumab'],"['Australia' 'Austria' 'Belgium' 'Bulgaria' 'Canada' 'Croatia' 'Estonia'
 'France' 'Germany' 'Greece' 'Hungary' 'Ireland' 'Israel' 'Italy' 'Japan'
 'Latvia' 'Lithuania' 'New Zealand' 'Norway' 'Poland' 'Puerto Rico'
 'Serbia' 'Slovenia' 'South Africa' 'South Korea' 'Spain' 'Switzerland'
 'Taiwan' 'United Kingdom' 'United States']",AbbVie,AbbVie,Global / Multi-Region,2.0,1.0,0.6
NCT06259123,Neoadjuvant PSMA-RLT in Oligometastatic PCa,Recruiting,Phase 2,['Prostate Cancer'],['[177Lu]Lu-PSMA I&T'],['Austria'],Medical University of Vienna,Medical University of Vienna,Global / Multi-Region,2.0,1.0,0.6
NCT06259721,Anti-PD1 Monoclonal Antibody Combined With Nimotuzumab and Capecitabine in Patients With First-line Platinum-resistant Recurrent/Metastatic Nasopharyngeal Carcinoma,Recruiting,Phase 2,['Nasopharyngeal Carcinoma'],"['Anti-PD1 antibody, nimotuzumab and capecitabine']",['China'],Jiangxi Provincial Cancer Hospital,Jiangxi Provincial Cancer Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT06259929,"NEOadjuvant Abemaciclib and GIredestrant TriaL in Patients with ER-positive, HER2-negative Early Breast Cancer",Recruiting,Phase 2,['Breast Cancer'],['Abemaciclib 150 MG + Giredestrant 30 MG'],['Italy'],Fondazione Oncotech,Fondazione Oncotech,Global / Multi-Region,2.0,1.0,0.6
NCT06260033,Stereotactic Body Radiation Therapy and FES PET/CT Imaging for the Treatment of Oligoprogressive Estrogen Receptor Positive Metastatic Breast Cancer,Recruiting,Phase 2,"['Anatomic Stage IV Breast Cancer AJCC v8'
 'Estrogen Receptor-Positive Breast Carcinoma'
 'Metastatic Breast Carcinoma']","['Biospecimen Collection' 'Bone Scan' 'Computed Tomography'
 'F-18 16 Alpha-Fluoroestradiol' 'Positron Emission Tomography'
 'Questionnaire Administration' 'Stereotactic Body Radiation Therapy']",['United States'],City of Hope Medical Center,City of Hope Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT06260072,Magnesium and Riboflavin Treatment for Post-Concussion Headache,Recruiting,Phase 2,"['Concussion, Intermediate']",['magnesium and riboflavin supplement'],['United States'],University of Virginia,University of Virginia,Global / Multi-Region,2.0,1.0,0.6
NCT06260553,Metronomic Oral Vinorelbine Combination With Tislelizumab in EGFR/ALK-negative Advanced NSCLC,Enrolling by invitation,Phase 2,['EGFR/ ALK-negative Advanced NSCLC'],['tislelizumab and metronomic oral vinorelbine'],['China'],Fujian Cancer Hospital,Fujian Cancer Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT06260709,A Research Study to Look at Long-term Treatment With a Medicine Called NNC6019-0001 for People Who Have Heart Failure Due to Transthyretin Amyloidosis,"Active, not recruiting",Phase 2,['Transthyretin Amyloid Cardiomyopathy (ATTR CM)'],['NNC6019-0001'],"['Canada' 'Czechia' 'France' 'Germany' 'Italy' 'Japan' 'Netherlands'
 'Portugal' 'Spain' 'United States']",Novo Nordisk A/S,Novo Nordisk A/S,Global / Multi-Region,2.0,1.0,0.6
NCT06260891,Zinc Supplementation in Sickle Cell Disease: A Precursor to the Think Zinc for Bones Trial,Recruiting,Phase 2,['Sickle Cell Disease'],['25 mg/day zinc' '40 mg/day zinc'],['United States'],"University of California, San Francisco","University of California, San Francisco",Global / Multi-Region,2.0,1.0,0.6
NCT06261021,Study to Evaluate the Efficacy of Ruxolitinib 1.5% Cream in Adult Subjects with Discoid Lupus Erythematosus,Recruiting,Phase 2,['Discoid Lupus Erythematosus'],"['Ruxolitinib 1.5% cream' 'Application without occlusion in Area 1'
 'Application under occlusion at night in Area 2'
 'Application under occlusion at night in Area 1'
 'Application without occlusion in Area 2']",['Canada'],Innovaderm Research Inc.,Innovaderm Research Inc.,Global / Multi-Region,2.0,1.0,0.6
NCT06261060,Low-Dose Sirolimus to Increase Hematopoietic Function in Patients With RUNX1 Familial Platelet Disorder,Recruiting,Phase 2,['Familial Platelet Disorder' 'Hematopoietic'],['Sirolimus'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT06261125,"Combination of SBRT, PD-L1 Inhibitor, and Lenvatinib in Hepatocellular Carcinoma (HSBRT2401)",Recruiting,Phase 2,['Hepatocellular Carcinoma'],['Stereotactic body radiotherapy' 'Adebrelimab' 'Lenvatinib'],['China'],Mian XI,Mian XI,Global / Multi-Region,2.0,1.0,0.6
NCT06261320,Mesotherapy Treatment of Irritable Bowel Syndrome,"Active, not recruiting",Phase 2,['Inflammatory Bowel Diseases'],"['Mesotherapy with mesocaine, thiocolchicoside, amitriptyline, magnesium pidolate']",['France'],Polyclinique de l'Europe,Polyclinique de l'Europe,Global / Multi-Region,2.0,1.0,0.6
NCT06261359,A Study of CEND-1 With Chemotherapy as First-Line Therapy in Patients With Pancreatic Ductal Adenocarcinoma,Recruiting,Phase 2,['Pancreatic Ductal Adenocarcinoma (PDAC)'],['CEND-1' 'Gemcitabine' 'Nab paclitaxel'],['China'],"Qilu Pharmaceutical Co., Ltd.","Qilu Pharmaceutical Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6
NCT06261814,Contrast Enhanced Ultrasound to Evaluate Response to Chemoembolization in Patients With Liver Tumors,Recruiting,Phase 2,['Liver Neoplasms'],"['Sulfur Hexafluoride Lipid Microspheres' 'Contrast-Enhanced Ultrasound'
 'Transarterial Chemoembolization' 'Medical Chart Review']",['United States'],john eisenbrey,john eisenbrey,Global / Multi-Region,2.0,1.0,0.6
NCT06262048,Prevention of Post Operative Urinary Retention After Thoracic Surgery Trial,Recruiting,Phase 2,['Urinary Retention Postoperative'],['Tamsulosin Hydrochloride' 'Placebo'],['Canada'],London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,Global / Multi-Region,2.0,1.0,0.6
NCT06262321,Thoracic Radiotherapy for Patients With Metastatic (Stage IV) Non-Small Cell Lung Cancer at High Risk of Symptomatic Progression Within the Thorax,Recruiting,Phase 2,['Stage 4 NSCLC' 'Radiotherapy'],['Prophylactic Palliative Radiotherapy'],['United States'],University of Rochester,University of Rochester,Global / Multi-Region,2.0,1.0,0.6
NCT06262438,CHIP-AML22/Quizartinib: Quizartinib + Chemotherapy in Newly Diagnosed Pediatric FLT3-ITD+ and NPM1wt AML Patients,Recruiting,Phase 2,['Acute Myeloid Leukemia in Children'],"['Quizartinib' 'Etoposide' 'Dexrazoxane' 'Mitoxantrone' 'Cytarabine'
 'Methotrexate' 'Daunorubicin' 'Fludarabine' 'allo-SCT']",['Netherlands'],Princess Maxima Center for Pediatric Oncology,Princess Maxima Center for Pediatric Oncology,Global / Multi-Region,2.0,1.0,0.6
NCT06262581,Neoadjuvant Tisleizumab(BGB-A317) for dMMR/MSI-H Non-late Stage CRC Patients Before Surgery,Recruiting,Phase 2,['DMMR Colorectal Cancer' 'Anti PD-1' 'Immunotherapy'],['Tisleizumab(BGB-A317)'],['China'],Sun Yat-sen University,Sun Yat-sen University,Global / Multi-Region,2.0,1.0,0.6
NCT06263153,Futibatinib in Combination With Durvalumab Prior to Cystectomy for the Treatment of Muscle-Invasive Bladder Cancer Patients Who Are Ineligible for Cisplatin-based Therapy,Recruiting,Phase 2,"['Bladder Urothelial Carcinoma' 'Muscle Invasive Bladder Carcinoma'
 'Stage II Bladder Cancer AJCC v8' 'Stage IIIA Bladder Cancer AJCC v8']","['Biospecimen Collection' 'Computed Tomography' 'Durvalumab' 'Futibatinib'
 'Magnetic Resonance Imaging' 'Radical Cystectomy']",['United States'],Yuanquan Yang,Yuanquan Yang,Global / Multi-Region,2.0,1.0,0.6
NCT06263491,"Phase II Study of Pirtobrutinib, Rituximab (PR) in Previously Untreated Low and Intermediate Risk MCL (Mantle Cell Lymphoma) Patients",Recruiting,Phase 2,['Mantle Cell Lymphoma'],['Rituximab' 'Pirtobrutinib'],['United States'],M.D. Anderson Cancer Center,M.D. Anderson Cancer Center,Global / Multi-Region,2.0,1.0,0.6
NCT06263543,Sequencing Antibody Drug Conjugates in ER+/HER2 LOW MBC,Recruiting,Phase 2,"['Breast Cancer' 'Metastatic Breast Cancer' 'Advanced Breast Cancer'
 'Hormone-receptor-positive Breast Cancer'
 'Human Epidermal Growth Factor 2 Low Breast Cancer']",['Sacituzumab govitecan'],['United States'],"Reshma L. Mahtani, D.O.","Reshma L. Mahtani, D.O.",Global / Multi-Region,2.0,1.0,0.6
NCT06263660,Evaluation of a Keto-Like Supplement on Brain Responses to Emotional Stimuli in Depression,Recruiting,Phase 2,['Depression'],['Keto-like supplement' 'Placebo'],['United States'],"Laureate Institute for Brain Research, Inc.","Laureate Institute for Brain Research, Inc.",Global / Multi-Region,2.0,1.0,0.6
NCT06263959,"A Randomized, Double-blind, Placebo-controlled Phase IIa Clinical Study to Evaluate the Safety and Efficacy of GST-HG131 Tablets in Patients With Chronic Hepatitis B",Recruiting,Phase 2,['Chronic Hepatitis B'],['GST-HG131' 'Placebo to match GST-HG131'],['China'],"Fujian Akeylink Biotechnology Co., Ltd.","Fujian Akeylink Biotechnology Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6
NCT06264141,Evaluation of Nitric Oxide Nasal Spray (NONS) for Treatment of Recurrent Acute Rhinosinusitis,"Active, not recruiting",Phase 2,['Recurrent Acute Rhinosinusitis'],['Nitric Oxide Releasing Solution' 'Nasal spray with isotonic saline'],['Canada'],Sanotize Research and Development corp.,Sanotize Research and Development corp.,Global / Multi-Region,2.0,1.0,0.6
NCT06264388,DB107-Retroviral Replicating Vector (RRV) Combined With DB107-Flucytosine (FC) in Patients With Recurrent Glioblastoma or Anaplastic Astrocytoma,Recruiting,Phase 2,['High Grade Glioma' 'Anaplastic Astrocytoma'],['DB107-RRV' 'DB107-FC'],['United States'],Ashish Shah,Ashish Shah,Global / Multi-Region,2.0,1.0,0.6
NCT06265285,Comparison of In-Home Versus In-Clinic Administration of Subcutaneous Nivolumab Through Cancer CARE (Connected Access and Remote Expertise) Beyond Walls (CCBW) Program,Recruiting,Phase 2,"['Advanced Esophageal Squamous Cell Carcinoma'
 'Advanced Renal Cell Carcinoma'
 'Clinical Stage II Esophageal Squamous Cell Carcinoma AJCC v8'
 'Clinical Stage IIB Cutaneous Melanoma AJCC v8'
 'Clinical Stage IIC Cutaneous Melanoma AJCC v8'
 'Clinical Stage III Cutaneous Melanoma AJCC v8'
 'Clinical Stage III Esophageal Squamous Cell Carcinoma AJCC v8'
 'Clinical Stage IV Cutaneous Melanoma AJCC v8'
 'Clinical Stage IV Esophageal Squamous Cell Carcinoma AJCC v8'
 'Esophageal Carcinoma' 'Gastroesophageal Junction Adenocarcinoma'
 'Hepatocellular Carcinoma' 'Locally Advanced Urothelial Carcinoma'
 'Lung Non-Small Cell Carcinoma' 'Malignant Solid Neoplasm'
 'Metastatic Colorectal Carcinoma' 'Metastatic Cutaneous Melanoma'
 'Metastatic Esophageal Squamous Cell Carcinoma'
 'Metastatic Head and Neck Squamous Cell Carcinoma'
 'Metastatic Urothelial Carcinoma'
 'Recurrent Esophageal Squamous Cell Carcinoma'
 'Recurrent Head and Neck Squamous Cell Carcinoma' 'Renal Cell Carcinoma'
 'Stage III Renal Cell Cancer AJCC v8'
 'Stage IV Colorectal Cancer AJCC v8'
 'Stage IV Cutaneous Squamous Cell Carcinoma of the Head and Neck AJCC v8'
 'Stage IV Renal Cell Cancer AJCC v8' 'Unresectable Cutaneous Melanoma'
 'Unresectable Esophageal Squamous Cell Carcinoma' 'Urothelial Carcinoma'
 'Unresectable Urothelial Carcinoma']","['Home Health Encounter' 'Nivolumab' 'Patient Monitoring'
 'Questionnaire Administration']",['United States'],Mayo Clinic,Mayo Clinic,Global / Multi-Region,2.0,1.0,0.6
NCT06265584,Trial of 2 Step ATG for Prevention of Acute GVHD Post Allogeneic Stem Cell Transplant,Recruiting,Phase 2,"['Acute Leukemia' 'Myelodysplastic Syndrome'
 'Myeloproliferative Disorders']",['ATG dosing platform when combined with standard tacrolimus and mini methotrexate'],['United States'],University of Alabama at Birmingham,University of Alabama at Birmingham,Global / Multi-Region,2.0,1.0,0.6
NCT06266338,Study of Pembrolizumab and Lenvatinib in Metastatic and Recurrent Cervix Cancer (LenPem Cervix),Recruiting,Phase 2,['Cervix Cancer' 'Cervical Cancer'],['Pembrolizumab' 'Lenvatinib'],['United States'],University of Texas Southwestern Medical Center,University of Texas Southwestern Medical Center,Global / Multi-Region,2.0,1.0,0.6
NCT06266611,Cannabis for Palliative Care in Cancer,Recruiting,Phase 2,['Sleep' 'Anxiety' 'Depression' 'Pain'],['fsCBD Cannabidiol' 'Placebo' 'bsCBD Cannabidiol'],['United States'],"University of Colorado, Boulder","University of Colorado, Boulder",Global / Multi-Region,2.0,1.0,0.6
NCT06266832,The Efficacy and Safety of Short-course Radiation Combined With Adebrelimab and CAPEOX Neo-adjuvant Therapy for Organ-retention in Patients With MSS/pMMR Ultra Low Rectal Adenocarcinoma,Recruiting,Phase 2,['Rectal Adenocarcinoma'],"['Adebrelimab' 'Oxaliplatin' 'Capecitabine' 'Short-course Radiation'
 'Biopsy']",['China'],Sir Run Run Shaw Hospital,Sir Run Run Shaw Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT06268015,Botensilimab and Balstilimab Optimization in Colorectal Cancer,Recruiting,Phase 2,['Colorectal Cancer'],"['Botensilimab' 'Balstilimab' 'Oxaliplatin' 'Leucovorin' 'Fluorouracil'
 'Bevacizumab' 'Panitumumab']",['United States'],"Nicholas DeVito, MD","Nicholas DeVito, MD",Global / Multi-Region,2.0,1.0,0.6
NCT06268093,The Therapeutic Effect of Thalidomide in Syringomyelia,Recruiting,Phase 2,['Syringomyelia' 'Thalidomide'],['Thalidomide'],['China'],"Xuanwu Hospital, Beijing","Xuanwu Hospital, Beijing",Global / Multi-Region,2.0,1.0,0.6
NCT06268470,Antiplatelet Therapy in Chronic Urticaria,"Active, not recruiting",Phase 2,['Chronic Urticaria'],['Desloratadine plus cilostazol and dipyridamole' 'Desloratadine'],['Thailand'],Chulalongkorn University,Chulalongkorn University,Global / Multi-Region,2.0,1.0,0.6
NCT06268574,Safety and Efficacy of RVU120 for Treatment of Relapsed/Refractory AML,"Active, not recruiting",Phase 2,['Acute Myeloid Leukemia (AML)' 'High-risk Myelodysplastic Syndrome'],['RVU120'],['France' 'Italy' 'Poland' 'Spain'],Ryvu Therapeutics SA,Ryvu Therapeutics SA,Global / Multi-Region,2.0,1.0,0.6
NCT06268665,Tart Cherry Juice as a Dietary Supplement for the Prevention of Paclitaxel-Induced Neuropathy,Recruiting,Phase 2,"['Breast Cancer' 'Breast Cancer Stage I' 'Breast Cancer Stage II'
 'Breast Cancer Stage III' 'Breast Cancer Stage IV'
 'Invasive Breast Cancer' 'Ovarian Cancer' 'Ovarian Cancer Stage 1'
 'Ovarian Cancer Stage II' 'Ovarian Cancer Stage III'
 'Ovarian Cancer Stage IV' 'Ovarian Cancer Stage IA'
 'Ovarian Cancer Stage IB' 'Ovarian Cancer Stage IC'
 'Ovarian Cancer Stage 2' 'Ovarian Cancer Stage 3'
 'Ovarian Cancer Stage IIIb' 'Ovarian Cancer Stage IIIC'
 'Breast Cancer Stage IIIA' 'Breast Cancer Invasive'
 'Breast Cancer, Stage IA' 'Breast Cancer, Stage IB'
 'Breast Cancer Stage IIA' 'Breast Cancer Stage IIB'
 'Breast Cancer Stage IIIB' 'Breast Cancer Stage IIIc' 'Cancer, Breast'
 'Tumors, Breast' 'Mammary Cancer' 'Mammary Carcinoma' 'Breast Carcinoma'
 'Breast Neoplasm' 'Malignant Breast Neoplasm' 'Malignant Tumor of Breast'
 'Cancer of Ovary' 'Ovary Cancer' 'Ovary Neoplasm']",['Tart Cherry Juice'],['United States'],Eve Rodler,Eve Rodler,Global / Multi-Region,2.0,1.0,0.6
NCT06268886,"Study to Evaluate the Efficacy, Safety, and Tolerability of an Anti-MTBR Tau Monoclonal Antibody (BMS-986446) in Participants With Early Alzheimer's Disease","Active, not recruiting",Phase 2,"['Alzheimer Disease, Early Onset']",['BMS-986446' 'Placebo'],"['Australia' 'Belgium' 'Canada' 'Japan' 'Singapore' 'South Korea' 'Spain'
 'Sweden' 'United Kingdom' 'United States']",Bristol-Myers Squibb,Bristol-Myers Squibb,Global / Multi-Region,2.0,1.0,0.6
NCT06269146,Pramipexole to Enhance Social Connections,Recruiting,Phase 2,['Anxiety Disorders' 'Anxiety' 'Depression' 'Social Disconnection'],['Pramipexole Pill' 'Placebo Pill'],['United States'],"University of California, San Diego","University of California, San Diego",Global / Multi-Region,2.0,1.0,0.6
NCT06269211,Neoadjuvant Toripalimab for Clinically Stage II-IIIB Resectable Non-small Cell Lung Cancer with EGFR Mutation and PD-L1 Positive Expression,Recruiting,Phase 2,"['Carcinoma, Non-Small-Cell Lung']",['Toripalimab'],['China'],Ruijin Hospital,Ruijin Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT06270147,Timing of TAP Blocks in Bariatric Surgery,Recruiting,Phase 2,"['Opioid Use' 'Pain, Postoperative']",['Bupivacaine-epinephrine'],['Canada'],McMaster University,McMaster University,Global / Multi-Region,2.0,1.0,0.6
NCT06270199,Use of Mesenchymal Stem Cells in Pre-term Patients With Bronchopulmonary Dysplasia.,Recruiting,Phase 2,['Bronchopulmonary Dysplasia'],"['Control'
 'Allogenic fetal mesenchymal stem cells from umbilical cord - three infusions'
 'Allogenic fetal mesenchymal stem cells from umbilical cord - six infusions']",['Spain'],Fundacion para la Investigacion Biomedica del Hospital Universitario Ramon y Cajal,Fundacion para la Investigacion Biomedica del Hospital Universitario Ramon y Cajal,Global / Multi-Region,2.0,1.0,0.6
NCT06270225,A Study of SSGJ-613 in Gout Subjects Initiating Urate-Lowering Treatment.,"Active, not recruiting",Phase 2,['Gout Arthritis'],"['Recombinant Anti-IL-1β Humanized Monoclonal Antibody Injection 100 mg'
 'Recombinant Anti-IL-1β Humanized Monoclonal Antibody Injection 200 mg'
 'Colchicine 0.5 mg']",['China'],"Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.","Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.",Global / Multi-Region,2.0,1.0,0.6
NCT06271057,Golcadomide Post-CAR T-cell in R/R Aggressive Large B-cell Lymphoma Patients With High Risk of Relapse,Recruiting,Phase 2,"['Diffuse Large B-cell Lymphoma Refractory'
 'Refractory Primary Mediastinal Large B-Cell Lymphoma'
 'Refractory Transformed B-cell Non-Hodgkin Lymphoma'
 'Refractory High Grade B-Cell Lymphoma']",['golcadomide'],['France'],The Lymphoma Academic Research Organisation,The Lymphoma Academic Research Organisation,Global / Multi-Region,2.0,1.0,0.6
NCT06271616,Ibrutinib for the Prevention of Chronic Graft-Versus-Host Disease in Patients Undergoing Donor Stem Cell Transplant,Recruiting,Phase 2,"['Chronic Graft Versus Host Disease'
 'Hematopoietic and Lymphatic System Neoplasm']",['Echocardiography Test' 'Ibrutinib'],['United States'],Mayo Clinic,Mayo Clinic,Global / Multi-Region,2.0,1.0,0.6
NCT06271837,A Study of T-DXd as Monotherapy or in Combination With Anti-cancer Agents in Patients With Selected HER2-expressing Tumors,Recruiting,Phase 2,['Advanced Solid Tumors (Excluding Gastric Cancer and Breast Cancer)'],['Trastuzumab deruxtecan' 'Bevacizumab'],['China'],AstraZeneca,AstraZeneca,Global / Multi-Region,2.0,1.0,0.6
NCT06272214,Adjuvant Radiotherapy for Esophageal Squamous Cell Carcinoma in the Era of Immunotherapy,Recruiting,Phase 2,['Adjuvant Radiotherapy'],['Adjuvant radiotherapy' 'Observation'],['China'],Zhejiang Cancer Hospital,Zhejiang Cancer Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT06272487,Zilebesiran as Add-on Therapy in Patients With High Cardiovascular Risk and Hypertension Not Adequately Controlled by Standard of Care Antihypertensive Medications (KARDIA-3),"Active, not recruiting",Phase 2,['High Cardiovascular Risk' 'Hypertension'],['Zilebesiran' 'Placebo'],"['Australia' 'Canada' 'Puerto Rico' 'Switzerland' 'United Kingdom'
 'United States']",Alnylam Pharmaceuticals,Alnylam Pharmaceuticals,Global / Multi-Region,2.0,1.0,0.6
NCT06272812,"A Study to Evaluate the Efficacy, Safety and Immunogenicity of MTBVAC in IGRA Positive Adolescents and Adults Living in a TB Endemic Region.",Recruiting,Phase 2,['Tuberculosis (TB)'],['MTBVAC' 'Placebo'],['South Africa'],International AIDS Vaccine Initiative,International AIDS Vaccine Initiative,Global / Multi-Region,2.0,1.0,0.6
NCT06273072,Metformin IN Asthma for Overweight and Obese Individuals (MINA),Recruiting,Phase 2,['Asthma' 'Asthma Chronic' 'Overweight and Obesity'],"['Metformin hydrochloride extended-release tablets'
 'Visually identical placebo Metformin hydrochloride extended-release tablets']",['United States'],Johns Hopkins University,Johns Hopkins University,Global / Multi-Region,2.0,1.0,0.6
NCT06273462,Palmitoylethanolamide for Chronic Inflammatory Pain Conditions,Recruiting,Phase 2,['Chronic Pain'],['Palmitoylethanolamide 600mg twice a day' 'placebo'],['United States'],Navy Medical Center San Diego,Navy Medical Center San Diego,Global / Multi-Region,2.0,1.0,0.6
NCT06274528,DORA and LP in Alzheimer's Disease Biomarkers,Recruiting,Phase 2,['Alzheimer Disease'],['Lemborexant 10 mg' 'Lemborexant 20mg' 'Placebo'],['United States'],Washington University School of Medicine,Washington University School of Medicine,Global / Multi-Region,2.0,1.0,0.6
NCT06275360,Repositioning Immunotherapy in VetArans With Lung Cancer,Recruiting,Phase 2,['Non-Small Cell Lung Cancer'],['Nivolumab'],['United States'],VA Office of Research and Development,VA Office of Research and Development,Global / Multi-Region,2.0,1.0,0.6
NCT06275620,A Study Comparing Two Doses of AGTC-501 in Male Participants With X-linked Retinitis Pigmentosa Caused by RPGR Mutations (DAWN),Enrolling by invitation,Phase 2,['X-Linked Retinitis Pigmentosa'],"['AGTC-501 (high dose and standard corticosteroid regimen)'
 'AGTC-501 (low dose and standard corticosteroid regimen)'
 'AGTC-501 (high dose and modified corticosteroid regimen)']",['United States'],Beacon Therapeutics,Beacon Therapeutics,Global / Multi-Region,2.0,1.0,0.6
NCT06275919,Regorafenib for Recurrent Grade 2 and 3 Meningioma (MIRAGE Trial),Recruiting,Phase 2,"['Meningioma, Malignant']",['Regorafenib 40 MG Oral Tablet' 'Local Standard of Care'],['Italy'],Istituto Oncologico Veneto IRCCS,Istituto Oncologico Veneto IRCCS,Global / Multi-Region,2.0,1.0,0.6
NCT06275945,Feasibility Study of A VoRo UrologIc ScaffolD (ARID),"Active, not recruiting",Phase 2,['Stress Urinary Incontinence' 'Radical Prostatectomy'],['Voro Urologic Scaffold'],['Panama'],"Levee Medical, Inc.","Levee Medical, Inc.",Global / Multi-Region,2.0,1.0,0.6
NCT06276283,DZD9008 In Combination With Bevacizumab in Locally Advanced or Metastatic NSCLC Patients With EGFR Mutation (WU-KONG29),Recruiting,Phase 2,['Non-small Cell Lung Cancer'],['DZD9008 plus Bevacizumab'],['China'],Dizal Pharmaceuticals,Dizal Pharmaceuticals,Global / Multi-Region,2.0,1.0,0.6
NCT06276868,"Darsilide Combined With AI, Trastuzumab and Patuzumab in the Neoadjuvant Treatment of HR+/HER2+ Breast Cancer",Recruiting,Phase 2,['Breast Cancer' 'HER2-positive Breast Cancer'],['Dalcilib+letrozole+HP treatment group'],['China'],Henan Cancer Hospital,Henan Cancer Hospital,Global / Multi-Region,2.0,1.0,0.6
NCT06277128,A Study to Evaluate the Safety and Efficacy of WS016 in Patients With Hyperkalemia.,Recruiting,Phase 2,['Hyperkalemia'],['WS016 3g' 'WS016 6g' 'WS016 12g' 'Matching Placebo'],['China'],"Waterstone Pharmaceutical (Wuhan) Co., LTD.","Waterstone Pharmaceutical (Wuhan) Co., LTD.",Global / Multi-Region,2.0,1.0,0.6
NCT06277154,MASCT-I Combined With Doxorubicin and Ifosfamide for First-line Treatment of Advanced Soft Tissue Sarcoma,Recruiting,Phase 2,"['Leiomyosarcoma' 'Liposarcoma' 'Synovial Sarcoma' 'Angiosarcoma'
 'Undifferentiated Pleomorphic Sarcoma' 'Epithelioid Sarcoma'
 'Malignant Peripheral Nerve Sheath Tumors' 'Fibrosarcoma'
 'Pleomorphic Rhabdomyosarcoma' 'Endometrial Stromal Sarcoma'
 'Desmoplastic Small Round Cell Tumor']",['MASCT-I' 'Doxorubicin' 'Ifosfamide'],['China'],HRYZ Biotech Co.,HRYZ Biotech Co.,Global / Multi-Region,2.0,1.0,0.6
NCT06277674,Efficacy of Cadonilimab in Non-squamous Non-small Cell Lung Cancer Patients Resistant to EGFR-TKI,Recruiting,Phase 2,['Non-small Cell Lung Cancer'],['Cadonilimab plus Pemetrexed and Anlotinib'],['China'],Guangzhou University of Traditional Chinese Medicine,Guangzhou University of Traditional Chinese Medicine,Global / Multi-Region,2.0,1.0,0.6
NCT06277791,The Combination of Adebrelimab and TP Regimen for Neoadjuvant Therapy in Patients With Stage IVB Oral Squamous Cell Carcinoma,Recruiting,Phase 2,['Clinical IVb Stage Oral Squamous Cell Carcinomas Patients'],['Adebrelimab'],['China'],"Hospital of Stomatology, Wuhan University","Hospital of Stomatology, Wuhan University",Global / Multi-Region,2.0,1.0,0.6
NCT06277869,Effectiveness Trial of Thermal Jacket,Recruiting,Phase 2,['Preterm Neonate' 'Low Birthweight Neonate'],['Thermal Jacket' 'Kangaroo Mother Care'],['Bangladesh'],"International Centre for Diarrhoeal Disease Research, Bangladesh","International Centre for Diarrhoeal Disease Research, Bangladesh",Global / Multi-Region,2.0,1.0,0.6
NCT06278077,Neurexan - a Clinical Trial in Short-Term Insomnia Patients,Recruiting,Phase 2,['Insomnia' 'Stress Reaction'],['Neurexan' 'Placebo'],['Germany'],Biologische Heilmittel Heel GmbH,Biologische Heilmittel Heel GmbH,Global / Multi-Region,2.0,1.0,0.6
NCT06278545,Trial Evaluating Modified FOLFIRINOX and Modified FOLFOX in the Treatment of Locally Advanced or Metastatic Small Bowel Adenocarcinoma,Recruiting,Phase 2,['Locally Advanced or Metastatic Small Bowel Adenocarcinoma'],['modified FOLFORINOX' 'Modified FOLFOX'],['France'],Centre Hospitalier Universitaire Dijon,Centre Hospitalier Universitaire Dijon,Global / Multi-Region,2.0,1.0,0.6
NCT06278857,SATELLITE Study (feaSibility sAfeTy Efficacy dostarLimab earLy-stage defIcient endomeTrial cancEr),Recruiting,Phase 2,"['Endometrial Cancer Stage I' 'Mmr Deficiency'
 'Endometrioid Endometrial Adenocarcinoma' 'Immune-related Adverse Event']",['Dostarlimab-Gxly 50 MG/1 ML Intravenous Solution [JEMPERLI]'],['Australia'],Queensland Centre for Gynaecological Cancer,Queensland Centre for Gynaecological Cancer,Global / Multi-Region,2.0,1.0,0.6
NCT06279351,Thalidomide Enhances Clinical Efficacy of Cetuximab Combined With Standard Chemotherapy for Left Colorectal Cancer,Recruiting,Phase 2,['Thalidomide Enhances Clinical Efficacy of Cetuximab Combined With Standard Chemotherapy for Left Colorectal Cancer'],['Thalidomide+cetuximab+FOLFOX/FOLFIRI'],['China'],Xinqiao Hospital of Chongqing,Xinqiao Hospital of Chongqing,Global / Multi-Region,2.0,1.0,0.6
